,method,gamma,interv_gene,test_mse
416,DRIG,4,ENSG00000075856,0.22014627248249838
417,DRIG,4,ENSG00000131931,0.2802431640455715
418,DRIG,4,ENSG00000174243,0.7277307555866531
419,DRIG,4,ENSG00000117360,0.6321556149688474
420,DRIG,4,ENSG00000100949,0.1034761694537307
421,DRIG,4,ENSG00000175792,0.33088988497263755
422,DRIG,4,ENSG00000181029,0.5023645416021686
423,DRIG,4,ENSG00000146007,0.264861330905022
424,DRIG,4,ENSG00000124207,0.20564439844301588
425,DRIG,4,ENSG00000174780,0.37257003996090776
426,DRIG,4,ENSG00000197265,0.11887050259755892
427,DRIG,4,ENSG00000182446,0.17750214662503785
428,DRIG,4,ENSG00000169727,0.11333079286931247
429,DRIG,4,ENSG00000110713,0.26939900434067365
430,DRIG,4,ENSG00000137955,0.7048493526479019
431,DRIG,4,ENSG00000142731,0.6370115562253279
432,DRIG,4,ENSG00000189091,0.11365840942214663
433,DRIG,4,ENSG00000111581,0.3024410259578718
434,DRIG,4,ENSG00000198952,0.12171157561491394
435,DRIG,4,ENSG00000156603,0.6070005904150366
436,DRIG,4,ENSG00000108424,0.37120096018592924
437,DRIG,4,ENSG00000105258,0.3024540244112799
438,DRIG,4,ENSG00000119414,0.12855814815449468
439,DRIG,4,ENSG00000163754,0.09574419881610972
440,DRIG,4,ENSG00000112118,0.16124854745917327
441,DRIG,4,ENSG00000113141,0.3252220251126801
442,DRIG,4,ENSG00000108064,0.3549497384808896
443,DRIG,4,ENSG00000198258,0.45267775598002535
444,DRIG,4,ENSG00000197780,0.2855984256091574
445,DRIG,4,ENSG00000083896,0.22388482785163621
446,DRIG,4,ENSG00000183479,0.43562757337214625
447,DRIG,4,ENSG00000197111,0.15417647479946853
448,DRIG,4,ENSG00000144034,0.5226805055878578
449,DRIG,4,ENSG00000268043,0.09515195919324965
450,anchor regression,4,ENSG00000205609,0.13328083125448323
451,anchor regression,4,ENSG00000205571,0.28479711651662404
452,anchor regression,4,ENSG00000100804,0.10549141109375589
453,anchor regression,4,ENSG00000204152,0.6949794270524132
454,anchor regression,4,ENSG00000168538,0.17621767800433732
455,anchor regression,4,ENSG00000197734,0.13140881766525114
456,anchor regression,4,ENSG00000152253,0.7164350514815214
457,anchor regression,4,ENSG00000106263,0.1754859506893835
458,anchor regression,4,ENSG00000120948,0.4519080826319315
459,anchor regression,4,ENSG00000169750,0.149955949544153
460,anchor regression,4,ENSG00000119718,0.1166437201674172
461,anchor regression,4,ENSG00000105618,0.15895672176722625
462,anchor regression,4,ENSG00000145191,0.10257030549283924
463,anchor regression,4,ENSG00000072756,0.18859214970867458
464,anchor regression,4,ENSG00000070785,0.21604520568732805
465,anchor regression,4,ENSG00000160075,0.11363374428277878
466,anchor regression,4,ENSG00000075856,0.22333660355719043
467,anchor regression,4,ENSG00000131931,0.3020522803145166
468,anchor regression,4,ENSG00000174243,0.7534979561129279
469,anchor regression,4,ENSG00000117360,0.6627479210168207
470,anchor regression,4,ENSG00000100949,0.10391416387484743
471,anchor regression,4,ENSG00000175792,0.34004723150155525
472,anchor regression,4,ENSG00000181029,0.5307104582351022
473,anchor regression,4,ENSG00000146007,0.27940992383613833
474,anchor regression,4,ENSG00000124207,0.20875650438709398
475,anchor regression,4,ENSG00000174780,0.38627565315356477
476,anchor regression,4,ENSG00000197265,0.11962416410020485
477,anchor regression,4,ENSG00000182446,0.19043461863665595
478,anchor regression,4,ENSG00000169727,0.1113718758214591
479,anchor regression,4,ENSG00000110713,0.2705906901986458
480,anchor regression,4,ENSG00000137955,0.7354654977269307
481,anchor regression,4,ENSG00000142731,0.6662193792957465
482,anchor regression,4,ENSG00000189091,0.11356950750304011
483,anchor regression,4,ENSG00000111581,0.31937360230707845
484,anchor regression,4,ENSG00000198952,0.12062057108647507
485,anchor regression,4,ENSG00000156603,0.602128065920148
486,anchor regression,4,ENSG00000108424,0.39072652023005255
487,anchor regression,4,ENSG00000105258,0.33329214491454784
488,anchor regression,4,ENSG00000119414,0.12864236065272705
489,anchor regression,4,ENSG00000163754,0.0969694794585659
